LAT,LON,YEAR,MO,DY,T2M
42.0,-9.375,2024,4,10,14.06
42.0,-8.75,2024,4,10,14.22
42.0,-8.125,2024,4,10,12.85
42.0,-7.5,2024,4,10,11.92
42.0,-6.875,2024,4,10,11.19
42.0,-6.25,2024,4,10,10.22
37.0,-9.375,2024,4,11,18.51
37.0,-8.75,2024,4,11,18.54
37.0,-8.125,2024,4,11,18.32
37.0,-7.5,2024,4,11,18.28
37.0,-6.875,2024,4,11,18.61
37.0,-6.25,2024,4,11,18.99
37.5,-9.375,2024,4,11,18.44
37.5,-8.75,2024,4,11,19.08
37.5,-8.125,2024,4,11,18.36
37.5,-7.5,2024,4,11,19.0
37.5,-6.875,2024,4,11,18.91
37.5,-6.25,2024,4,11,18.52
38.0,-9.375,2024,4,11,18.37
38.0,-8.75,2024,4,11,19.51
38.0,-8.125,2024,4,11,18.91
38.0,-7.5,2024,4,11,18.79
38.0,-6.875,2024,4,11,17.79
38.0,-6.25,2024,4,11,16.96
38.5,-9.375,2024,4,11,18.43
38.5,-8.75,2024,4,11,19.61
38.5,-8.125,2024,4,11,18.71
38.5,-7.5,2024,4,11,18.22
38.5,-6.875,2024,4,11,17.2
38.5,-6.25,2024,4,11,16.22
39.0,-9.375,2024,4,11,18.38
39.0,-8.75,2024,4,11,19.72
39.0,-8.125,2024,4,11,18.88
39.0,-7.5,2024,4,11,17.7
39.0,-6.875,2024,4,11,17.98
39.0,-6.25,2024,4,11,17.42
39.5,-9.375,2024,4,11,17.87
39.5,-8.75,2024,4,11,19.76
39.5,-8.125,2024,4,11,19.2
39.5,-7.5,2024,4,11,17.69
39.5,-6.875,2024,4,11,18.17
39.5,-6.25,2024,4,11,18.38
40.0,-9.375,2024,4,11,16.74
40.0,-8.75,2024,4,11,19.01
40.0,-8.125,2024,4,11,17.8
40.0,-7.5,2024,4,11,17.18
40.0,-6.875,2024,4,11,17.39
40.0,-6.25,2024,4,11,18.29
40.5,-9.375,2024,4,11,16.52
40.5,-8.75,2024,4,11,18.74
40.5,-8.125,2024,4,11,17.65
40.5,-7.5,2024,4,11,15.48
40.5,-6.875,2024,4,11,14.59
40.5,-6.25,2024,4,11,15.12
41.0,-9.375,2024,4,11,17.07
41.0,-8.75,2024,4,11,18.31
41.0,-8.125,2024,4,11,15.34
41.0,-7.5,2024,4,11,14.19
41.0,-6.875,2024,4,11,15.04
41.0,-6.25,2024,4,11,14.06
41.5,-9.375,2024,4,11,17.08
41.5,-8.75,2024,4,11,18.3
41.5,-8.125,2024,4,11,15.45
41.5,-7.5,2024,4,11,15.21
41.5,-6.875,2024,4,11,15.49
41.5,-6.25,2024,4,11,14.41
42.0,-9.375,2024,4,11,16.8
42.0,-8.75,2024,4,11,18.37
42.0,-8.125,2024,4,11,15.82
42.0,-7.5,2024,4,11,15.56
42.0,-6.875,2024,4,11,14.36
42.0,-6.25,2024,4,11,13.83
37.0,-9.375,2024,4,12,17.64
37.0,-8.75,2024,4,12,17.39
37.0,-8.125,2024,4,12,17.03
37.0,-7.5,2024,4,12,17.48
37.0,-6.875,2024,4,12,17.63
37.0,-6.25,2024,4,12,17.67
37.5,-9.375,2024,4,12,18.14
37.5,-8.75,2024,4,12,17.84
37.5,-8.125,2024,4,12,16.65
37.5,-7.5,2024,4,12,17.24
37.5,-6.875,2024,4,12,17.42
37.5,-6.25,2024,4,12,17.34
38.0,-9.375,2024,4,12,18.54
38.0,-8.75,2024,4,12,19.43
38.0,-8.125,2024,4,12,18.43
38.0,-7.5,2024,4,12,18.34
38.0,-6.875,2024,4,12,17.11
38.0,-6.25,2024,4,12,16.1
38.5,-9.375,2024,4,12,18.55
38.5,-8.75,2024,4,12,19.89
38.5,-8.125,2024,4,12,18.55
38.5,-7.5,2024,4,12,18.21
38.5,-6.875,2024,4,12,17.3
38.5,-6.25,2024,4,12,16.36
39.0,-9.375,2024,4,12,18.38
39.0,-8.75,2024,4,12,19.94
39.0,-8.125,2024,4,12,19.11
39.0,-7.5,2024,4,12,17.83
39.0,-6.875,2024,4,12,18.06
39.0,-6.25,2024,4,12,17.6
39.5,-9.375,2024,4,12,17.86
39.5,-8.75,2024,4,12,19.54
39.5,-8.125,2024,4,12,19.82
39.5,-7.5,2024,4,12,18.05
39.5,-6.875,2024,4,12,18.04
39.5,-6.25,2024,4,12,17.83
40.0,-9.375,2024,4,12,16.93
40.0,-8.75,2024,4,12,18.39
40.0,-8.125,2024,4,12,18.3
40.0,-7.5,2024,4,12,17.63
40.0,-6.875,2024,4,12,17.67
40.0,-6.25,2024,4,12,17.87
40.5,-9.375,2024,4,12,16.47
40.5,-8.75,2024,4,12,17.83
40.5,-8.125,2024,4,12,18.72
40.5,-7.5,2024,4,12,18.72
40.5,-6.875,2024,4,12,17.34
40.5,-6.25,2024,4,12,18.74
41.0,-9.375,2024,4,12,16.3
41.0,-8.75,2024,4,12,17.46
41.0,-8.125,2024,4,12,18.53
41.0,-7.5,2024,4,12,17.53
41.0,-6.875,2024,4,12,18.53
41.0,-6.25,2024,4,12,17.8
41.5,-9.375,2024,4,12,16.12
41.5,-8.75,2024,4,12,17.7
41.5,-8.125,2024,4,12,18.58
41.5,-7.5,2024,4,12,17.6
41.5,-6.875,2024,4,12,18.26
41.5,-6.25,2024,4,12,17.62
42.0,-9.375,2024,4,12,16.06
42.0,-8.75,2024,4,12,18.08
42.0,-8.125,2024,4,12,18.38
42.0,-7.5,2024,4,12,17.75
42.0,-6.875,2024,4,12,17.47
42.0,-6.25,2024,4,12,16.87
37.0,-9.375,2024,4,13,17.83
37.0,-8.75,2024,4,13,17.72
37.0,-8.125,2024,4,13,17.47
37.0,-7.5,2024,4,13,17.95
37.0,-6.875,2024,4,13,18.36
37.0,-6.25,2024,4,13,18.46
37.5,-9.375,2024,4,13,18.39
37.5,-8.75,2024,4,13,18.29
37.5,-8.125,2024,4,13,17.26
37.5,-7.5,2024,4,13,18.23
37.5,-6.875,2024,4,13,18.58
37.5,-6.25,2024,4,13,18.52
38.0,-9.375,2024,4,13,18.88
38.0,-8.75,2024,4,13,19.97
38.0,-8.125,2024,4,13,19.17
38.0,-7.5,2024,4,13,19.23
38.0,-6.875,2024,4,13,18.31
38.0,-6.25,2024,4,13,17.41
38.5,-9.375,2024,4,13,18.97
38.5,-8.75,2024,4,13,20.31
38.5,-8.125,2024,4,13,18.86
38.5,-7.5,2024,4,13,18.6
38.5,-6.875,2024,4,13,17.8
38.5,-6.25,2024,4,13,17.11
39.0,-9.375,2024,4,13,18.9
39.0,-8.75,2024,4,13,20.59
39.0,-8.125,2024,4,13,19.33
39.0,-7.5,2024,4,13,18.19
39.0,-6.875,2024,4,13,18.43
39.0,-6.25,2024,4,13,18.23
39.5,-9.375,2024,4,13,18.37
39.5,-8.75,2024,4,13,20.76
39.5,-8.125,2024,4,13,20.42
39.5,-7.5,2024,4,13,18.96
39.5,-6.875,2024,4,13,18.97
39.5,-6.25,2024,4,13,18.98
40.0,-9.375,2024,4,13,17.0
40.0,-8.75,2024,4,13,19.27
40.0,-8.125,2024,4,13,19.62
40.0,-7.5,2024,4,13,19.14
40.0,-6.875,2024,4,13,18.96
40.0,-6.25,2024,4,13,19.31
40.5,-9.375,2024,4,13,16.52
40.5,-8.75,2024,4,13,18.56
40.5,-8.125,2024,4,13,19.54
40.5,-7.5,2024,4,13,19.86
40.5,-6.875,2024,4,13,18.4
40.5,-6.25,2024,4,13,18.8
41.0,-9.375,2024,4,13,16.36
41.0,-8.75,2024,4,13,18.44
41.0,-8.125,2024,4,13,19.15
41.0,-7.5,2024,4,13,18.93
41.0,-6.875,2024,4,13,19.91
41.0,-6.25,2024,4,13,18.65
41.5,-9.375,2024,4,13,16.22
41.5,-8.75,2024,4,13,18.7
41.5,-8.125,2024,4,13,19.33
41.5,-7.5,2024,4,13,18.64
41.5,-6.875,2024,4,13,18.86
41.5,-6.25,2024,4,13,17.93
42.0,-9.375,2024,4,13,16.19
42.0,-8.75,2024,4,13,18.83
42.0,-8.125,2024,4,13,18.69
42.0,-7.5,2024,4,13,18.26
42.0,-6.875,2024,4,13,17.2
42.0,-6.25,2024,4,13,16.64
37.0,-9.375,2024,4,14,18.09
37.0,-8.75,2024,4,14,18.17
37.0,-8.125,2024,4,14,18.07
37.0,-7.5,2024,4,14,18.59
37.0,-6.875,2024,4,14,18.98
37.0,-6.25,2024,4,14,19.26
37.5,-9.375,2024,4,14,18.54
37.5,-8.75,2024,4,14,18.82
37.5,-8.125,2024,4,14,18.09
37.5,-7.5,2024,4,14,18.96
37.5,-6.875,2024,4,14,19.42
37.5,-6.25,2024,4,14,19.1
38.0,-9.375,2024,4,14,18.6
38.0,-8.75,2024,4,14,20.03
38.0,-8.125,2024,4,14,19.44
38.0,-7.5,2024,4,14,19.63
38.0,-6.875,2024,4,14,19.4
38.0,-6.25,2024,4,14,18.27
38.5,-9.375,2024,4,14,18.39
38.5,-8.75,2024,4,14,20.24
38.5,-8.125,2024,4,14,19.65
38.5,-7.5,2024,4,14,19.96
38.5,-6.875,2024,4,14,19.61
38.5,-6.25,2024,4,14,18.41
39.0,-9.375,2024,4,14,18.29
39.0,-8.75,2024,4,14,20.14
39.0,-8.125,2024,4,14,20.21
39.0,-7.5,2024,4,14,19.33
39.0,-6.875,2024,4,14,19.57
39.0,-6.25,2024,4,14,18.93
39.5,-9.375,2024,4,14,17.96
39.5,-8.75,2024,4,14,20.07
39.5,-8.125,2024,4,14,21.1
39.5,-7.5,2024,4,14,19.39
39.5,-6.875,2024,4,14,19.2
39.5,-6.25,2024,4,14,18.75
40.0,-9.375,2024,4,14,16.96
40.0,-8.75,2024,4,14,19.31
40.0,-8.125,2024,4,14,19.57
40.0,-7.5,2024,4,14,19.7
40.0,-6.875,2024,4,14,18.83
40.0,-6.25,2024,4,14,19.03
40.5,-9.375,2024,4,14,16.46
40.5,-8.75,2024,4,14,18.95
40.5,-8.125,2024,4,14,19.72
40.5,-7.5,2024,4,14,19.53
40.5,-6.875,2024,4,14,18.08
40.5,-6.25,2024,4,14,17.84
41.0,-9.375,2024,4,14,16.42
41.0,-8.75,2024,4,14,18.66
41.0,-8.125,2024,4,14,18.75
41.0,-7.5,2024,4,14,18.59
41.0,-6.875,2024,4,14,19.45
41.0,-6.25,2024,4,14,18.09
41.5,-9.375,2024,4,14,16.45
41.5,-8.75,2024,4,14,18.82
41.5,-8.125,2024,4,14,18.71
41.5,-7.5,2024,4,14,18.64
41.5,-6.875,2024,4,14,18.98
41.5,-6.25,2024,4,14,17.87
42.0,-9.375,2024,4,14,16.29
42.0,-8.75,2024,4,14,18.63
42.0,-8.125,2024,4,14,18.01
42.0,-7.5,2024,4,14,18.25
42.0,-6.875,2024,4,14,17.37
42.0,-6.25,2024,4,14,16.82
37.0,-9.375,2024,4,15,17.25
37.0,-8.75,2024,4,15,18.39
37.0,-8.125,2024,4,15,20.02
37.0,-7.5,2024,4,15,20.83
37.0,-6.875,2024,4,15,20.04
37.0,-6.25,2024,4,15,20.83
37.5,-9.375,2024,4,15,17.08
37.5,-8.75,2024,4,15,18.87
37.5,-8.125,2024,4,15,19.38
37.5,-7.5,2024,4,15,20.19
37.5,-6.875,2024,4,15,20.72
37.5,-6.25,2024,4,15,21.19
38.0,-9.375,2024,4,15,17.15
38.0,-8.75,2024,4,15,19.36
38.0,-8.125,2024,4,15,19.62
38.0,-7.5,2024,4,15,20.06
38.0,-6.875,2024,4,15,19.48
38.0,-6.25,2024,4,15,19.13
38.5,-9.375,2024,4,15,17.14
38.5,-8.75,2024,4,15,19.09
38.5,-8.125,2024,4,15,19.4
38.5,-7.5,2024,4,15,20.15
38.5,-6.875,2024,4,15,19.62
38.5,-6.25,2024,4,15,18.48
39.0,-9.375,2024,4,15,16.61
39.0,-8.75,2024,4,15,18.44
39.0,-8.125,2024,4,15,19.42
39.0,-7.5,2024,4,15,19.21
39.0,-6.875,2024,4,15,19.58
39.0,-6.25,2024,4,15,19.21
39.5,-9.375,2024,4,15,16.22
39.5,-8.75,2024,4,15,17.69
39.5,-8.125,2024,4,15,19.46
39.5,-7.5,2024,4,15,19.39
39.5,-6.875,2024,4,15,19.23
39.5,-6.25,2024,4,15,19.48
40.0,-9.375,2024,4,15,15.96
40.0,-8.75,2024,4,15,16.61
40.0,-8.125,2024,4,15,16.94
40.0,-7.5,2024,4,15,18.97
40.0,-6.875,2024,4,15,18.67
40.0,-6.25,2024,4,15,19.46
40.5,-9.375,2024,4,15,15.79
40.5,-8.75,2024,4,15,16.45
40.5,-8.125,2024,4,15,18.1
40.5,-7.5,2024,4,15,17.23
40.5,-6.875,2024,4,15,15.8
40.5,-6.25,2024,4,15,16.63
41.0,-9.375,2024,4,15,15.5
41.0,-8.75,2024,4,15,16.39
41.0,-8.125,2024,4,15,16.87
41.0,-7.5,2024,4,15,15.58
41.0,-6.875,2024,4,15,17.05
41.0,-6.25,2024,4,15,16.05
41.5,-9.375,2024,4,15,15.17
41.5,-8.75,2024,4,15,16.12
41.5,-8.125,2024,4,15,15.62
41.5,-7.5,2024,4,15,15.31
41.5,-6.875,2024,4,15,16.7
41.5,-6.25,2024,4,15,15.99
42.0,-9.375,2024,4,15,14.84
42.0,-8.75,2024,4,15,14.99
42.0,-8.125,2024,4,15,13.47
42.0,-7.5,2024,4,15,13.59
42.0,-6.875,2024,4,15,13.94
42.0,-6.25,2024,4,15,14.04
37.0,-9.375,2024,4,16,16.64
37.0,-8.75,2024,4,16,17.21
37.0,-8.125,2024,4,16,19.06
37.0,-7.5,2024,4,16,19.97
37.0,-6.875,2024,4,16,20.33
37.0,-6.25,2024,4,16,21.89
37.5,-9.375,2024,4,16,16.56
37.5,-8.75,2024,4,16,17.62
37.5,-8.125,2024,4,16,18.44
37.5,-7.5,2024,4,16,20.79
37.5,-6.875,2024,4,16,21.61
37.5,-6.25,2024,4,16,21.81
38.0,-9.375,2024,4,16,16.57
38.0,-8.75,2024,4,16,18.15
38.0,-8.125,2024,4,16,19.1
38.0,-7.5,2024,4,16,20.51
38.0,-6.875,2024,4,16,20.3
38.0,-6.25,2024,4,16,19.81
38.5,-9.375,2024,4,16,16.79
38.5,-8.75,2024,4,16,18.64
38.5,-8.125,2024,4,16,19.07
38.5,-7.5,2024,4,16,19.84
38.5,-6.875,2024,4,16,19.36
38.5,-6.25,2024,4,16,18.72
39.0,-9.375,2024,4,16,16.78
39.0,-8.75,2024,4,16,18.57
39.0,-8.125,2024,4,16,19.3
39.0,-7.5,2024,4,16,18.53
39.0,-6.875,2024,4,16,18.53
39.0,-6.25,2024,4,16,18.56
39.5,-9.375,2024,4,16,16.23
39.5,-8.75,2024,4,16,17.93
39.5,-8.125,2024,4,16,19.78
39.5,-7.5,2024,4,16,18.56
39.5,-6.875,2024,4,16,18.07
39.5,-6.25,2024,4,16,18.3
40.0,-9.375,2024,4,16,15.87
40.0,-8.75,2024,4,16,17.1
40.0,-8.125,2024,4,16,17.22
40.0,-7.5,2024,4,16,17.93
40.0,-6.875,2024,4,16,17.46
40.0,-6.25,2024,4,16,18.33
40.5,-9.375,2024,4,16,15.64
40.5,-8.75,2024,4,16,16.66
40.5,-8.125,2024,4,16,17.56
40.5,-7.5,2024,4,16,15.57
40.5,-6.875,2024,4,16,14.25
40.5,-6.25,2024,4,16,15.2
41.0,-9.375,2024,4,16,15.14
41.0,-8.75,2024,4,16,16.08
41.0,-8.125,2024,4,16,15.63
41.0,-7.5,2024,4,16,13.81
41.0,-6.875,2024,4,16,14.81
41.0,-6.25,2024,4,16,13.46
41.5,-9.375,2024,4,16,14.71
41.5,-8.75,2024,4,16,15.56
41.5,-8.125,2024,4,16,14.63
41.5,-7.5,2024,4,16,13.59
41.5,-6.875,2024,4,16,14.65
41.5,-6.25,2024,4,16,13.03
42.0,-9.375,2024,4,16,14.36
42.0,-8.75,2024,4,16,14.26
42.0,-8.125,2024,4,16,12.51
42.0,-7.5,2024,4,16,11.67
42.0,-6.875,2024,4,16,11.75
42.0,-6.25,2024,4,16,10.94
37.0,-9.375,2024,4,17,16.78
37.0,-8.75,2024,4,17,17.08
37.0,-8.125,2024,4,17,18.33
37.0,-7.5,2024,4,17,18.41
37.0,-6.875,2024,4,17,18.99
37.0,-6.25,2024,4,17,20.58
37.5,-9.375,2024,4,17,16.64
37.5,-8.75,2024,4,17,17.98
37.5,-8.125,2024,4,17,18.55
37.5,-7.5,2024,4,17,19.53
37.5,-6.875,2024,4,17,19.89
37.5,-6.25,2024,4,17,20.28
38.0,-9.375,2024,4,17,16.64
38.0,-8.75,2024,4,17,18.62
38.0,-8.125,2024,4,17,19.86
38.0,-7.5,2024,4,17,20.58
38.0,-6.875,2024,4,17,19.94
38.0,-6.25,2024,4,17,19.48
38.5,-9.375,2024,4,17,17.25
38.5,-8.75,2024,4,17,19.67
38.5,-8.125,2024,4,17,19.98
38.5,-7.5,2024,4,17,20.23
38.5,-6.875,2024,4,17,19.39
38.5,-6.25,2024,4,17,18.56
39.0,-9.375,2024,4,17,17.62
39.0,-8.75,2024,4,17,19.53
39.0,-8.125,2024,4,17,19.17
39.0,-7.5,2024,4,17,17.9
39.0,-6.875,2024,4,17,18.03
39.0,-6.25,2024,4,17,17.91
39.5,-9.375,2024,4,17,16.83
39.5,-8.75,2024,4,17,18.46
39.5,-8.125,2024,4,17,18.33
39.5,-7.5,2024,4,17,16.97
39.5,-6.875,2024,4,17,17.03
39.5,-6.25,2024,4,17,17.36
40.0,-9.375,2024,4,17,16.09
40.0,-8.75,2024,4,17,17.69
40.0,-8.125,2024,4,17,17.0
40.0,-7.5,2024,4,17,16.31
40.0,-6.875,2024,4,17,16.17
40.0,-6.25,2024,4,17,16.82
40.5,-9.375,2024,4,17,15.89
40.5,-8.75,2024,4,17,17.25
40.5,-8.125,2024,4,17,16.88
40.5,-7.5,2024,4,17,14.64
40.5,-6.875,2024,4,17,12.92
40.5,-6.25,2024,4,17,13.58
41.0,-9.375,2024,4,17,15.53
41.0,-8.75,2024,4,17,16.31
41.0,-8.125,2024,4,17,13.73
41.0,-7.5,2024,4,17,11.71
41.0,-6.875,2024,4,17,12.47
41.0,-6.25,2024,4,17,11.33
41.5,-9.375,2024,4,17,14.85
41.5,-8.75,2024,4,17,15.59
41.5,-8.125,2024,4,17,13.21
41.5,-7.5,2024,4,17,12.0
41.5,-6.875,2024,4,17,12.13
41.5,-6.25,2024,4,17,11.0
42.0,-9.375,2024,4,17,14.3
42.0,-8.75,2024,4,17,14.34
42.0,-8.125,2024,4,17,12.25
42.0,-7.5,2024,4,17,11.26
42.0,-6.875,2024,4,17,10.07
42.0,-6.25,2024,4,17,9.21
37.0,-9.375,2024,4,18,16.39
37.0,-8.75,2024,4,18,16.83
37.0,-8.125,2024,4,18,17.0
37.0,-7.5,2024,4,18,17.24
37.0,-6.875,2024,4,18,17.51
37.0,-6.25,2024,4,18,18.57
37.5,-9.375,2024,4,18,16.32
37.5,-8.75,2024,4,18,17.65
37.5,-8.125,2024,4,18,17.53
37.5,-7.5,2024,4,18,17.94
37.5,-6.875,2024,4,18,18.12
37.5,-6.25,2024,4,18,18.71
38.0,-9.375,2024,4,18,16.35
38.0,-8.75,2024,4,18,18.82
38.0,-8.125,2024,4,18,19.42
38.0,-7.5,2024,4,18,19.03
38.0,-6.875,2024,4,18,18.48
38.0,-6.25,2024,4,18,18.29
38.5,-9.375,2024,4,18,16.73
38.5,-8.75,2024,4,18,19.72
38.5,-8.125,2024,4,18,19.79
38.5,-7.5,2024,4,18,19.52
38.5,-6.875,2024,4,18,18.75
38.5,-6.25,2024,4,18,18.05
39.0,-9.375,2024,4,18,17.61
39.0,-8.75,2024,4,18,20.01
39.0,-8.125,2024,4,18,20.02
39.0,-7.5,2024,4,18,18.62
39.0,-6.875,2024,4,18,18.38
39.0,-6.25,2024,4,18,17.89
39.5,-9.375,2024,4,18,18.28
39.5,-8.75,2024,4,18,19.77
39.5,-8.125,2024,4,18,19.09
39.5,-7.5,2024,4,18,17.55
39.5,-6.875,2024,4,18,17.23
39.5,-6.25,2024,4,18,16.64
40.0,-9.375,2024,4,18,17.87
40.0,-8.75,2024,4,18,18.96
40.0,-8.125,2024,4,18,16.36
40.0,-7.5,2024,4,18,16.0
40.0,-6.875,2024,4,18,16.07
40.0,-6.25,2024,4,18,16.73
40.5,-9.375,2024,4,18,17.03
40.5,-8.75,2024,4,18,18.17
40.5,-8.125,2024,4,18,16.54
40.5,-7.5,2024,4,18,14.27
40.5,-6.875,2024,4,18,13.14
40.5,-6.25,2024,4,18,14.19
41.0,-9.375,2024,4,18,16.62
41.0,-8.75,2024,4,18,16.74
41.0,-8.125,2024,4,18,13.62
41.0,-7.5,2024,4,18,11.81
41.0,-6.875,2024,4,18,12.47
41.0,-6.25,2024,4,18,11.32
41.5,-9.375,2024,4,18,16.04
41.5,-8.75,2024,4,18,15.96
41.5,-8.125,2024,4,18,13.02
41.5,-7.5,2024,4,18,11.58
41.5,-6.875,2024,4,18,11.86
41.5,-6.25,2024,4,18,10.82
42.0,-9.375,2024,4,18,15.52
42.0,-8.75,2024,4,18,15.41
42.0,-8.125,2024,4,18,12.49
42.0,-7.5,2024,4,18,11.07
42.0,-6.875,2024,4,18,9.42
42.0,-6.25,2024,4,18,8.85
37.0,-9.375,2024,4,19,16.71
37.0,-8.75,2024,4,19,16.9
37.0,-8.125,2024,4,19,16.9
37.0,-7.5,2024,4,19,17.65
37.0,-6.875,2024,4,19,18.33
37.0,-6.25,2024,4,19,18.51
37.5,-9.375,2024,4,19,16.78
37.5,-8.75,2024,4,19,16.81
37.5,-8.125,2024,4,19,16.0
37.5,-7.5,2024,4,19,17.32
37.5,-6.875,2024,4,19,18.0
37.5,-6.25,2024,4,19,18.35
38.0,-9.375,2024,4,19,16.43
38.0,-8.75,2024,4,19,18.17
38.0,-8.125,2024,4,19,18.08
38.0,-7.5,2024,4,19,18.57
38.0,-6.875,2024,4,19,17.74
38.0,-6.25,2024,4,19,17.08
38.5,-9.375,2024,4,19,16.52
38.5,-8.75,2024,4,19,18.72
38.5,-8.125,2024,4,19,18.54
38.5,-7.5,2024,4,19,18.75
38.5,-6.875,2024,4,19,17.64
38.5,-6.25,2024,4,19,16.77
39.0,-9.375,2024,4,19,16.94
39.0,-8.75,2024,4,19,19.0
39.0,-8.125,2024,4,19,18.4
39.0,-7.5,2024,4,19,16.81
39.0,-6.875,2024,4,19,16.6
39.0,-6.25,2024,4,19,16.37
39.5,-9.375,2024,4,19,16.79
39.5,-8.75,2024,4,19,18.01
39.5,-8.125,2024,4,19,17.34
39.5,-7.5,2024,4,19,15.96
39.5,-6.875,2024,4,19,15.77
39.5,-6.25,2024,4,19,15.75
40.0,-9.375,2024,4,19,16.5
40.0,-8.75,2024,4,19,17.55
40.0,-8.125,2024,4,19,15.84
40.0,-7.5,2024,4,19,15.45
40.0,-6.875,2024,4,19,15.27
40.0,-6.25,2024,4,19,15.93
40.5,-9.375,2024,4,19,16.34
40.5,-8.75,2024,4,19,17.5
40.5,-8.125,2024,4,19,17.03
40.5,-7.5,2024,4,19,15.36
40.5,-6.875,2024,4,19,14.08
40.5,-6.25,2024,4,19,14.57
41.0,-9.375,2024,4,19,16.2
41.0,-8.75,2024,4,19,16.7
41.0,-8.125,2024,4,19,15.4
41.0,-7.5,2024,4,19,13.73
41.0,-6.875,2024,4,19,14.5
41.0,-6.25,2024,4,19,13.36
41.5,-9.375,2024,4,19,15.93
41.5,-8.75,2024,4,19,16.42
41.5,-8.125,2024,4,19,14.88
41.5,-7.5,2024,4,19,13.08
41.5,-6.875,2024,4,19,13.51
41.5,-6.25,2024,4,19,12.27
42.0,-9.375,2024,4,19,15.7
42.0,-8.75,2024,4,19,16.11
42.0,-8.125,2024,4,19,14.25
42.0,-7.5,2024,4,19,13.0
42.0,-6.875,2024,4,19,11.87
42.0,-6.25,2024,4,19,10.7
37.0,-9.375,2024,4,20,17.08
37.0,-8.75,2024,4,20,17.05
37.0,-8.125,2024,4,20,16.86
37.0,-7.5,2024,4,20,17.07
37.0,-6.875,2024,4,20,16.77
37.0,-6.25,2024,4,20,15.69
37.5,-9.375,2024,4,20,16.95
37.5,-8.75,2024,4,20,17.35
37.5,-8.125,2024,4,20,16.26
37.5,-7.5,2024,4,20,17.0
37.5,-6.875,2024,4,20,15.89
37.5,-6.25,2024,4,20,15.13
38.0,-9.375,2024,4,20,17.01
38.0,-8.75,2024,4,20,18.56
38.0,-8.125,2024,4,20,18.54
38.0,-7.5,2024,4,20,18.17
38.0,-6.875,2024,4,20,16.14
38.0,-6.25,2024,4,20,14.88
38.5,-9.375,2024,4,20,17.4
38.5,-8.75,2024,4,20,19.21
38.5,-8.125,2024,4,20,18.83
38.5,-7.5,2024,4,20,18.79
38.5,-6.875,2024,4,20,17.52
38.5,-6.25,2024,4,20,15.9
39.0,-9.375,2024,4,20,17.19
39.0,-8.75,2024,4,20,18.33
39.0,-8.125,2024,4,20,17.98
39.0,-7.5,2024,4,20,17.36
39.0,-6.875,2024,4,20,17.41
39.0,-6.25,2024,4,20,16.87
39.5,-9.375,2024,4,20,16.69
39.5,-8.75,2024,4,20,17.1
39.5,-8.125,2024,4,20,17.19
39.5,-7.5,2024,4,20,16.72
39.5,-6.875,2024,4,20,17.24
39.5,-6.25,2024,4,20,17.43
40.0,-9.375,2024,4,20,16.42
40.0,-8.75,2024,4,20,17.3
40.0,-8.125,2024,4,20,16.38
40.0,-7.5,2024,4,20,16.69
40.0,-6.875,2024,4,20,16.98
40.0,-6.25,2024,4,20,17.87
40.5,-9.375,2024,4,20,16.21
40.5,-8.75,2024,4,20,17.52
40.5,-8.125,2024,4,20,17.41
40.5,-7.5,2024,4,20,15.63
40.5,-6.875,2024,4,20,14.77
40.5,-6.25,2024,4,20,15.85
41.0,-9.375,2024,4,20,16.18
41.0,-8.75,2024,4,20,17.52
41.0,-8.125,2024,4,20,15.6
41.0,-7.5,2024,4,20,13.86
41.0,-6.875,2024,4,20,14.59
41.0,-6.25,2024,4,20,13.82
41.5,-9.375,2024,4,20,16.32
41.5,-8.75,2024,4,20,17.85
41.5,-8.125,2024,4,20,15.1
41.5,-7.5,2024,4,20,14.03
41.5,-6.875,2024,4,20,13.82
41.5,-6.25,2024,4,20,12.47
42.0,-9.375,2024,4,20,16.09
42.0,-8.75,2024,4,20,17.73
42.0,-8.125,2024,4,20,15.09
42.0,-7.5,2024,4,20,13.72
42.0,-6.875,2024,4,20,11.48
42.0,-6.25,2024,4,20,10.77
37.0,-9.375,2024,4,21,17.59
37.0,-8.75,2024,4,21,17.72
37.0,-8.125,2024,4,21,17.6
37.0,-7.5,2024,4,21,17.76
37.0,-6.875,2024,4,21,17.98
37.0,-6.25,2024,4,21,18.35
37.5,-9.375,2024,4,21,17.28
37.5,-8.75,2024,4,21,18.27
37.5,-8.125,2024,4,21,17.75
37.5,-7.5,2024,4,21,18.05
37.5,-6.875,2024,4,21,17.87
37.5,-6.25,2024,4,21,17.95
38.0,-9.375,2024,4,21,17.23
38.0,-8.75,2024,4,21,19.13
38.0,-8.125,2024,4,21,19.64
38.0,-7.5,2024,4,21,18.91
38.0,-6.875,2024,4,21,17.54
38.0,-6.25,2024,4,21,17.04
38.5,-9.375,2024,4,21,17.53
38.5,-8.75,2024,4,21,19.54
38.5,-8.125,2024,4,21,19.57
38.5,-7.5,2024,4,21,19.36
38.5,-6.875,2024,4,21,17.94
38.5,-6.25,2024,4,21,16.8
39.0,-9.375,2024,4,21,17.78
39.0,-8.75,2024,4,21,18.96
39.0,-8.125,2024,4,21,18.96
39.0,-7.5,2024,4,21,17.46
39.0,-6.875,2024,4,21,16.95
39.0,-6.25,2024,4,21,16.37
39.5,-9.375,2024,4,21,17.41
39.5,-8.75,2024,4,21,18.04
