classification,parish,lat,lon,area_m2,HDD,CDD,E_Heating,E_Cooling
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15382419289675,-8.61068215700427,159.37,969.45,221.98,627519.12,116745.13
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15385984037015,-8.610896811053713,40.4,969.45,221.98,159075.2,29594.72
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15420762419455,-8.61159075032655,74.66,969.45,221.98,293978.97,54692.54
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.154287740739235,-8.611275005552274,83.59,969.45,221.98,329143.75,61234.67
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15430440728659,-8.611612585242444,74.48,969.45,221.98,293261.77,54559.11
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15429621945183,-8.611449214264821,81.79,969.45,221.98,322064.12,59917.56
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15435438201662,-8.611568426491658,67.46,969.45,221.98,265604.67,49413.71
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15450697039344,-8.611609764181539,50.09,969.45,221.98,197209.78,36689.37
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15454742248291,-8.611475916182794,110.19,969.45,221.98,433859.01,80716.15
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15479979999852,-8.61145784999958,27.92,969.45,221.98,109931.66,20451.94
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15489972472667,-8.61149269522369,13.67,969.45,221.98,53816.48,10012.14
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15494904258697,-8.611505525210879,25.08,969.45,221.98,98766.75,18374.8
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15481111982465,-8.611782193046261,91.78,969.45,221.98,4881208.55,977966.21
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15446045200049,-8.611760361029258,129.5,969.45,221.98,509901.83,94863.33
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15394664505077,-8.61178622946553,117.51,969.45,221.98,462672.47,86076.67
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15404449294296,-8.61176843211433,154.98,969.45,221.98,610228.71,113528.38
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15376511979136,-8.61096221357419,92.85,969.45,221.98,365595.44,68016.23
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.154424833740926,-8.611279980389659,20.44,969.45,221.98,80488.72,14974.31
Old building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15507840973106,-8.610337920891919,50.03,969.45,221.98,2660825.29,533105.11
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15484490847045,-8.607793467958592,73.31,969.45,221.98,288665.27,53703.96
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15372705871514,-8.607769825324253,76.86,969.45,221.98,302631.69,56302.31
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15383455721237,-8.607564639525968,81.5,969.45,221.98,320886.82,59698.54
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15381783042025,-8.607658823264211,43.05,969.45,221.98,169498.79,31533.95
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.15371493525349,-8.607627149019855,258.11,969.45,221.98,1016300.29,189074.89
New building,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",41.153915387608826,-8.607652678803655,163.46,969.45,221.98,643627.69,119742.0
New building,Bonfim,41.14639872214961,-8.597752951513444,666.6,969.45,221.98,2624719.91,488309.04
New building,Bonfim,41.146104023809954,-8.597706007554478,179.01,969.45,221.98,704824.81,131127.26
New building,Bonfim,41.14611044798252,-8.597813103465676,123.97,969.45,221.98,488128.14,90812.5
New building,Bonfim,41.146111423584124,-8.597972880996968,140.96,969.45,221.98,555031.5,103259.36
New building,Bonfim,41.14609299047524,-8.598049248547895,111.02,969.45,221.98,437129.54,81324.6
New building,Bonfim,41.146087877759975,-8.598145610339184,171.78,969.45,221.98,676369.39,125833.35
New building,Bonfim,41.14610551713748,-8.597892086653573,122.59,969.45,221.98,482691.16,89801.0
New building,Bonfim,41.14608430087031,-8.599416958236336,40.71,969.45,221.98,160287.88,29820.33
New building,Bonfim,41.146148585397206,-8.599465286593025,43.66,969.45,221.98,171922.84,31984.93
New building,Bonfim,41.14599599914665,-8.59942385927156,116.47,969.45,221.98,458583.32,85315.92
New building,Bonfim,41.14603459013265,-8.599535934357775,132.19,969.45,221.98,520501.32,96835.29
New building,Bonfim,41.14625007123193,-8.599615367265573,171.14,969.45,221.98,673853.64,125365.31
New building,Bonfim,41.146192413903414,-8.59955089053565,168.59,969.45,221.98,663812.48,123497.23
New building,Bonfim,41.14642070720848,-8.599666338993442,437.24,969.45,221.98,1721633.14,320296.66
New building,Bonfim,41.1466898868549,-8.599797367162992,193.75,969.45,221.98,762865.03,141925.2
New building,Bonfim,41.14679392382956,-8.599412870755305,181.96,969.45,221.98,716472.86,133294.29
New building,Bonfim,41.14667348096446,-8.599359776523672,109.87,969.45,221.98,432608.42,80483.48
New building,Bonfim,41.14662263166996,-8.599336358872288,108.81,969.45,221.98,428423.75,79704.96
New building,Bonfim,41.146570279702956,-8.599320871028148,101.02,969.45,221.98,397747.4,73997.86
New building,Bonfim,41.14652236826889,-8.599289355987478,105.03,969.45,221.98,413538.37,76935.65
New building,Bonfim,41.146429975284775,-8.599203714715125,463.88,969.45,221.98,1826495.0,339805.41
New building,Bonfim,41.14652378910755,-8.599009938336657,124.11,969.45,221.98,488665.53,90912.48
New building,Bonfim,41.1464444623203,-8.59897262462677,112.27,969.45,221.98,442067.87,82243.34
New building,Bonfim,41.146310981809314,-8.599108928995461,368.32,969.45,221.98,1450260.64,269809.89
New building,Bonfim,41.14672665568778,-8.59937638256658,122.43,969.45,221.98,482081.96,89687.66
New building,Bonfim,41.14523516516897,-8.597797813901012,131.14,969.45,221.98,516375.61,96067.73
New building,Bonfim,41.145351003469315,-8.59777798483764,201.83,969.45,221.98,794704.79,147848.74
New building,Bonfim,41.14540080283112,-8.597804638799317,160.96,969.45,221.98,633791.55,117912.06
New building,Bonfim,41.14545013023183,-8.597835685493013,185.36,969.45,221.98,729850.74,135783.14
New building,Bonfim,41.145504073575616,-8.59786194135444,165.27,969.45,221.98,650732.72,121063.84
New building,Bonfim,41.145545702019085,-8.597941385664758,98.83,969.45,221.98,389150.67,72398.5
New building,Bonfim,41.14528641100335,-8.597817465037409,117.69,969.45,221.98,463387.18,86209.64
New building,Bonfim,41.14552750556968,-8.598322693855597,85.03,969.45,221.98,334795.35,62286.11
New building,Bonfim,41.14542960206029,-8.598268754270519,74.27,969.45,221.98,292416.47,54401.85
New building,Bonfim,41.14537082515561,-8.59827909428037,106.47,969.45,221.98,419218.52,77992.4
New building,Bonfim,41.14529137516228,-8.598259154337441,235.2,969.45,221.98,926081.04,172290.29
New building,Bonfim,41.14521479943153,-8.59822283507285,113.02,969.45,221.98,445001.35,82789.09
New building,Bonfim,41.14516407948666,-8.598188941765285,102.33,969.45,221.98,402907.35,74957.83
New building,Bonfim,41.14511421574956,-8.598157809223835,88.14,969.45,221.98,347059.52,64567.77
New building,Bonfim,41.145044612455095,-8.598125589339878,141.5,969.45,221.98,557156.49,103654.7
New building,Bonfim,41.14547997274212,-8.598288076836882,74.52,969.45,221.98,293409.4,54586.57
New building,Bonfim,41.145414779939316,-8.598791130013522,97.46,969.45,221.98,383748.82,71393.53
New building,Bonfim,41.14536471284051,-8.598768602344872,99.75,969.45,221.98,392760.17,73070.02
New building,Bonfim,41.14531462821161,-8.59874490025371,91.93,969.45,221.98,361978.37,67343.3
New building,Bonfim,41.14526890799637,-8.598714688434839,108.77,969.45,221.98,428292.42,79680.53
New building,Bonfim,41.1452138325264,-8.598698949502,94.86,969.45,221.98,373506.07,69487.95
New building,Bonfim,41.14516538620331,-8.598675582361551,96.99,969.45,221.98,381887.46,71047.24
New building,Bonfim,41.14511318981564,-8.598653599245829,100.53,969.45,221.98,395822.52,73639.75
New building,Bonfim,41.14506248741498,-8.598629145106235,100.43,969.45,221.98,395440.4,73568.66
New building,Bonfim,41.14546532385821,-8.598814660555297,99.44,969.45,221.98,391555.96,72845.99
New building,Bonfim,41.14635923866275,-8.600028216342606,161.16,969.45,221.98,634546.42,118052.5
New building,Bonfim,41.14615990001363,-8.599847999999842,164.28,969.45,221.98,646846.09,120340.76
New building,Bonfim,41.146010599980876,-8.599715249991455,102.35,969.45,221.98,403004.74,74975.95
New building,Bonfim,41.1460125804984,-8.599833158449142,238.3,969.45,221.98,938300.71,174563.66
New building,Bonfim,41.1460201825535,-8.599624478889076,146.09,969.45,221.98,575242.26,107019.42
New building,Bonfim,41.145661276590225,-8.597659700889364,51.48,969.45,221.98,202686.19,37708.21
New building,Bonfim,41.14567006786368,-8.597589349860385,33.02,969.45,221.98,130016.38,24188.55
New building,Bonfim,41.1456793372262,-8.597516674323785,41.74,969.45,221.98,164331.76,30572.67
New building,Bonfim,41.14576093525877,-8.597483449440093,119.75,969.45,221.98,471506.01,87720.08
New building,Bonfim,41.14533860516068,-8.597576614398468,12.26,969.45,221.98,48277.03,8981.57
New building,Bonfim,41.145288363451805,-8.597546295945888,20.6,969.45,221.98,81127.72,15093.19
New building,Bonfim,41.14536179008801,-8.597358249443097,90.78,969.45,221.98,357451.44,66501.1
New building,Bonfim,41.14547230937474,-8.597426419684096,90.8,969.45,221.98,357512.06,66512.38
New building,Bonfim,41.145522294038805,-8.597453111925843,114.0,969.45,221.98,448869.12,83508.66
New building,Bonfim,41.14557633412759,-8.597474729488912,117.01,969.45,221.98,460715.56,85712.6
New building,Bonfim,41.14562808200466,-8.597500378469803,123.25,969.45,221.98,485286.28,90283.8
New building,Bonfim,41.14542586781768,-8.597387433994273,75.73,969.45,221.98,298187.99,55475.59
New building,Bonfim,41.14520918503303,-8.597624602280403,28.08,969.45,221.98,110554.08,20567.74
New building,Bonfim,41.14523079669888,-8.597553118212991,58.15,969.45,221.98,228977.28,42599.47
New building,Bonfim,41.145293405658634,-8.597488620996378,72.27,969.45,221.98,284546.74,52937.74
New building,Bonfim,41.14531858074447,-8.597430978787663,72.36,969.45,221.98,284899.48,53003.37
New building,Bonfim,41.14515904532287,-8.597776011635009,239.63,969.45,221.98,943524.27,175535.47
New building,Bonfim,41.145647026980356,-8.597812215086213,61.94,969.45,221.98,243867.36,45369.65
New building,Bonfim,41.14563753120184,-8.597891416575614,80.39,969.45,221.98,316531.89,58888.33
New building,Bonfim,41.14563166780363,-8.59796844565558,87.96,969.45,221.98,346348.23,64435.44
New building,Bonfim,41.14562579823591,-8.598044785791208,89.99,969.45,221.98,354317.67,65918.09
New building,Bonfim,41.14576250852088,-8.598069201764398,148.47,969.45,221.98,584596.04,108759.62
New building,Bonfim,41.14576804618774,-8.597902843288592,110.43,969.45,221.98,434822.73,80895.44
New building,Bonfim,41.14502494552826,-8.598545388340554,170.05,969.45,221.98,669578.6,124569.97
New building,Bonfim,41.14513650276401,-8.598365029969317,33.23,969.45,221.98,130826.03,24339.18
New building,Bonfim,41.14517981373047,-8.598384440794023,59.82,969.45,221.98,235554.55,43823.12
New building,Bonfim,41.14517340225094,-8.59847538085144,15.59,969.45,221.98,61375.74,11418.49
New building,Bonfim,41.14523803156747,-8.59854473038995,10.85,969.45,221.98,42719.21,7947.58
New building,Bonfim,41.145205398802936,-8.598518196220784,57.33,969.45,221.98,225730.52,41995.44
New building,Bonfim,41.14538468100731,-8.598535946257734,18.58,969.45,221.98,73168.27,13612.4
New building,Bonfim,41.145523820873464,-8.598847659286106,35.29,969.45,221.98,138963.92,25853.17
New building,Bonfim,41.14555855185948,-8.598924497700223,74.28,969.45,221.98,292480.47,54413.75
Old building,Bonfim,41.145590344976384,-8.598460157742393,77.33,969.45,221.98,4112634.37,823979.84
New building,Bonfim,41.145726483166975,-8.598548271900938,122.51,969.45,221.98,482393.85,89745.68
New building,Bonfim,41.14562135550227,-8.598342640929598,219.87,969.45,221.98,865737.3,161063.8
New building,Bonfim,41.145751040783374,-8.598372301727991,145.04,969.45,221.98,571096.6,106248.15
New building,Bonfim,41.145580389576104,-8.598610842463815,82.2,969.45,221.98,323646.25,60211.91
New building,Bonfim,41.14557736852602,-8.59869162392547,95.63,969.45,221.98,376553.5,70054.9
New building,Bonfim,41.14571322953771,-8.598967106644892,196.81,969.45,221.98,774919.27,144167.8
New building,Bonfim,41.145721938978696,-8.598622268414644,113.1,969.45,221.98,445314.72,82847.39
New building,Bonfim,41.14572014516349,-8.598701163457314,134.85,969.45,221.98,530948.57,98778.92
New building,Bonfim,41.145712078822164,-8.598864723720054,123.67,969.45,221.98,486945.03,90592.4
New building,Bonfim,41.14571705722362,-8.59878497476028,128.12,969.45,221.98,504481.45,93854.91
New building,Bonfim,41.145730882730085,-8.598470876704408,124.27,969.45,221.98,489301.32,91030.76
New building,Bonfim,41.14518098610015,-8.599128347654046,98.41,969.45,221.98,387483.28,72088.3
New building,Bonfim,41.14509204784538,-8.599110563725425,85.73,969.45,221.98,337553.33,62799.21
New building,Bonfim,41.14504303164927,-8.599144384287234,99.89,969.45,221.98,393328.32,73175.72
New building,Bonfim,41.144995850572926,-8.59910866461286,76.77,969.45,221.98,302259.98,56233.15
New building,Bonfim,41.145134374600346,-8.599076849653555,44.7,969.45,221.98,175990.65,32741.71
New building,Bonfim,41.145312951231546,-8.599172658521963,19.1,969.45,221.98,75208.03,13991.88
Old building,Bonfim,41.14527251874262,-8.59911507564662,113.61,969.45,221.98,6041969.88,1210528.56
New building,Bonfim,41.14522321836008,-8.599112836453065,79.55,969.45,221.98,313208.18,58269.98
New building,Bonfim,41.14564954705717,-8.599254848791627,125.01,969.45,221.98,492215.08,91572.85
New building,Bonfim,41.14557718223265,-8.59927767007704,81.3,969.45,221.98,320124.58,59556.73
New building,Bonfim,41.14547997237771,-8.59921136966274,126.75,969.45,221.98,499073.9,92848.88
New building,Bonfim,41.14541532801079,-8.599200849550282,134.84,969.45,221.98,530931.21,98775.69
New building,Bonfim,41.145354482573794,-8.599172363140514,130.49,969.45,221.98,513781.95,95585.2
New building,Bonfim,41.14554403662908,-8.599223684829797,62.29,969.45,221.98,245259.17,45628.59
New building,Bonfim,41.14549154999529,-8.599933199992863,21.78,969.45,221.98,85772.93,15957.4
Old building,Bonfim,41.14563893316071,-8.600141925895953,89.63,969.45,221.98,4766390.96,954962.13
New building,Bonfim,41.145215547500015,-8.599322662083988,70.38,969.45,221.98,277106.62,51553.57
New building,Bonfim,41.14520333017906,-8.599388607272232,53.18,969.45,221.98,209391.12,38955.61
New building,Bonfim,41.14512850027354,-8.599359149067261,113.05,969.45,221.98,445145.22,82815.86
New building,Bonfim,41.14507255590541,-8.599348874622084,108.0,969.45,221.98,425258.6,79116.11
New building,Bonfim,41.145193234294226,-8.599513718501159,35.18,969.45,221.98,138535.65,25773.5
New building,Bonfim,41.145366746182624,-8.599634281568973,288.44,969.45,221.98,1135724.17,211292.79
New building,Bonfim,41.14565780676539,-8.60001254872805,109.54,969.45,221.98,431304.79,80240.95
New building,Bonfim,41.14572039827426,-8.599341717995625,167.94,969.45,221.98,661244.32,123019.44
New building,Bonfim,41.14567310307056,-8.599446834652912,137.19,969.45,221.98,540184.71,100497.23
New building,Bonfim,41.14567152876191,-8.599578711215853,112.42,969.45,221.98,442648.41,82351.35
New building,Bonfim,41.14567201146281,-8.599711827319082,120.13,969.45,221.98,473011.73,88000.21
New building,Bonfim,41.14567695177051,-8.599516965903453,100.63,969.45,221.98,396215.82,73712.92
New building,Bonfim,41.145653725740516,-8.599638787836607,127.56,969.45,221.98,502245.22,93438.88
New building,Bonfim,41.14681644830601,-8.598823063603419,117.08,969.45,221.98,461012.85,85767.91
New building,Bonfim,41.14668064836675,-8.599011473703953,151.49,969.45,221.98,596468.74,110968.44
New building,Bonfim,41.146587022148424,-8.598927502878047,154.93,969.45,221.98,610018.55,113489.28
New building,Bonfim,41.1464803774119,-8.598853845276633,87.44,969.45,221.98,344279.82,64050.62
New building,Bonfim,41.14640592043064,-8.59885415974663,91.34,969.45,221.98,359637.21,66907.75
New building,Bonfim,41.146354092304854,-8.59883267187611,99.19,969.45,221.98,390549.61,72658.76
New building,Bonfim,41.14628933974843,-8.598751332856123,46.22,969.45,221.98,181994.74,33858.73
New building,Bonfim,41.146278466417186,-8.59879650812679,45.38,969.45,221.98,178669.88,33240.16
New building,Bonfim,41.14626035784697,-8.598966095712036,64.99,969.45,221.98,255899.49,47608.14
New building,Bonfim,41.146251956236604,-8.59887258091203,107.35,969.45,221.98,422692.84,78638.77
New building,Bonfim,41.14612159775357,-8.599112006148003,510.42,969.45,221.98,2009762.02,373900.84
New building,Bonfim,41.14604787635797,-8.598970295737933,112.19,969.45,221.98,441742.06,82182.73
New building,Bonfim,41.14606750905839,-8.598894089530091,130.35,969.45,221.98,513236.92,95483.8
New building,Bonfim,41.14607168898433,-8.598796620874891,205.39,969.45,221.98,808732.19,150458.43
New building,Bonfim,41.14616315000323,-8.598658650000475,13.28,969.45,221.98,52281.95,9726.66
New building,Bonfim,41.146068687930295,-8.598661848049211,126.4,969.45,221.98,497684.16,92590.33
New building,Bonfim,41.146125262793134,-8.59854033044638,443.65,969.45,221.98,1746867.1,324991.25
New building,Bonfim,41.14632153186687,-8.59862496399895,187.29,969.45,221.98,737429.13,137193.04
New building,Bonfim,41.14658109427139,-8.598729884980683,414.59,969.45,221.98,1632445.94,303704.07
New building,Bonfim,41.146425046694176,-8.598664474599829,194.98,969.45,221.98,767714.12,142827.33
New building,Bonfim,41.14646885702067,-8.600831465559347,34.36,969.45,221.98,135279.37,25167.69
New building,Bonfim,41.1465276808667,-8.600873045983022,55.17,969.45,221.98,217231.74,40414.3
New building,Bonfim,41.1464426289107,-8.600924598354137,150.27,969.45,221.98,591679.32,110077.41
New building,Bonfim,41.14666960150224,-8.600846887299662,344.9,969.45,221.98,1358023.67,252649.91
New building,Bonfim,41.14636733438364,-8.60087523892733,57.47,969.45,221.98,226283.83,42098.37
New building,Bonfim,41.146096851576026,-8.600199789789476,38.29,969.45,221.98,150756.9,28047.17
New building,Bonfim,41.14615843377373,-8.600118949849762,61.85,969.45,221.98,243512.78,45303.69
New building,Bonfim,41.14611324560672,-8.60001689737719,47.33,969.45,221.98,186343.83,34667.84
New building,Bonfim,41.14677754517352,-8.599998537200797,106.81,969.45,221.98,420544.55,78239.09
New building,Bonfim,41.146583484259345,-8.599811747685195,5.94,969.45,221.98,23372.66,4348.3
New building,Bonfim,41.14658764396895,-8.599695289852304,24.17,969.45,221.98,95175.64,17706.7
New building,Bonfim,41.14661265773593,-8.59995067117113,98.86,969.45,221.98,389267.65,72420.27
New building,Bonfim,41.14665866848502,-8.600022862287123,97.73,969.45,221.98,384793.78,71587.94
New building,Bonfim,41.14670989433804,-8.600042050921084,83.86,969.45,221.98,330178.69,61427.22
New building,Bonfim,41.14683805008554,-8.600094322580448,20.62,969.45,221.98,81178.75,15102.69
New building,Bonfim,41.14639359871254,-8.599880467423011,92.82,969.45,221.98,365491.91,67996.97
New building,Bonfim,41.14655437322776,-8.599762075581415,73.21,969.45,221.98,288260.53,53628.66
New building,Bonfim,41.144526142437684,-8.59827166546914,102.73,969.45,221.98,404500.0,75254.13
New building,Bonfim,41.144578390588684,-8.598082449412818,17.56,969.45,221.98,69131.24,12861.34
New building,Bonfim,41.144364796432775,-8.597805752132004,35.42,969.45,221.98,139474.59,25948.18
New building,Bonfim,41.14409304912244,-8.597722835352585,144.57,969.45,221.98,569243.9,105903.47
New building,Bonfim,41.144270662005816,-8.597847091966981,103.55,969.45,221.98,407723.28,75853.8
New building,Bonfim,41.14417694634445,-8.597785388875609,88.19,969.45,221.98,347251.23,64603.43
New building,Bonfim,41.14422924562721,-8.597806600805354,77.37,969.45,221.98,304636.38,56675.27
New building,Bonfim,41.144414556560015,-8.59807961298427,93.26,969.45,221.98,367201.49,68315.03
New building,Bonfim,41.1444913350712,-8.59818132999665,94.16,969.45,221.98,370739.78,68973.3
New building,Bonfim,41.14429953791939,-8.597927174934252,89.99,969.45,221.98,354321.18,65918.74
New building,Bonfim,41.14437604328205,-8.59802858728754,91.39,969.45,221.98,359863.76,66949.9
New building,Bonfim,41.14445285001388,-8.598130350046981,90.31,969.45,221.98,355592.14,66155.19
New building,Bonfim,41.14433765660907,-8.597977662936263,92.75,969.45,221.98,365189.74,67940.75
New building,Bonfim,41.14445533873049,-8.597862244078367,55.83,969.45,221.98,219822.1,40896.22
New building,Bonfim,41.14455118278374,-8.597916100977585,63.45,969.45,221.98,249825.27,46478.08
New building,Bonfim,41.1445986451685,-8.597935081259342,62.82,969.45,221.98,247352.19,46017.98
New building,Bonfim,41.14450329630629,-8.597898119795495,63.31,969.45,221.98,249262.14,46373.31
New building,Bonfim,41.144738041559954,-8.59810072304852,71.17,969.45,221.98,280238.4,52136.21
New building,Bonfim,41.14469319190047,-8.598141045429571,108.0,969.45,221.98,425228.93,79110.59
New building,Bonfim,41.144681748773124,-8.598210566300157,88.31,969.45,221.98,347707.15,64688.25
New building,Bonfim,41.14466232830773,-8.598271903388513,75.9,969.45,221.98,298852.77,55599.27
New building,Bonfim,41.144637321342564,-8.59833155983883,85.47,969.45,221.98,336549.61,62612.48
New building,Bonfim,41.14460596376602,-8.598402615011958,117.03,969.45,221.98,460806.1,85729.45
New building,Bonfim,41.14478401519147,-8.59797965135824,113.14,969.45,221.98,445464.75,82875.31
New building,Bonfim,41.14475428602223,-8.598043022609387,79.32,969.45,221.98,312314.68,58103.75
New building,Bonfim,41.14496083095572,-8.598567257958782,115.66,969.45,221.98,455416.6,84726.77
New building,Bonfim,41.14495993163758,-8.59822925661999,67.8,969.45,221.98,266964.5,49666.7
New building,Bonfim,41.14490596728793,-8.598318668466703,86.17,969.45,221.98,339284.7,63121.32
New building,Bonfim,41.14484558496988,-8.59850118794224,209.4,969.45,221.98,824498.0,153391.54
New building,Bonfim,41.14491272740344,-8.598532982228006,121.93,969.45,221.98,480092.72,89317.57
New building,Bonfim,41.144558291722824,-8.59955206961233,87.1,969.45,221.98,342961.36,63805.33
New building,Bonfim,41.14454280735828,-8.59948425991365,110.65,969.45,221.98,435677.02,81054.37
New building,Bonfim,41.14455507602763,-8.599407500064984,119.23,969.45,221.98,469469.18,87341.15
New building,Bonfim,41.14454784322096,-8.599330168002275,165.42,969.45,221.98,651320.71,121173.23
New building,Bonfim,41.14455414566525,-8.599620086451937,85.83,969.45,221.98,337968.27,62876.41
New building,Bonfim,41.144663571843026,-8.599683494989153,16.4,969.45,221.98,64574.53,12013.6
New building,Bonfim,41.144627405856546,-8.599675359670334,14.61,969.45,221.98,57537.32,10704.38
New building,Bonfim,41.14455050810715,-8.599685760703888,61.67,969.45,221.98,242825.0,45175.73
New building,Bonfim,41.14468420996967,-8.599469771997716,70.29,969.45,221.98,276777.17,51492.27
New building,Bonfim,41.14473467035136,-8.599380434669134,53.77,969.45,221.98,211703.06,39385.73
New building,Bonfim,41.14481711704566,-8.599376981723788,139.17,969.45,221.98,547967.97,101945.24
New building,Bonfim,41.14499958388911,-8.59939425193166,65.34,969.45,221.98,257277.71,47864.55
New building,Bonfim,41.14499686019079,-8.599215845579835,25.45,969.45,221.98,100225.35,18646.16
New building,Bonfim,41.14498807348045,-8.599298924498209,54.57,969.45,221.98,214885.83,39977.86
New building,Bonfim,41.14502695098015,-8.59948302585168,85.64,969.45,221.98,337198.57,62733.21
New building,Bonfim,41.145113712384,-8.599497919722118,32.05,969.45,221.98,126205.04,23479.48
New building,Bonfim,41.14515197554435,-8.599503234655709,19.03,969.45,221.98,74936.55,13941.37
New building,Bonfim,41.14504574697673,-8.599772479345596,245.44,969.45,221.98,966398.56,179791.05
New building,Bonfim,41.145058820075015,-8.599615075164103,249.19,969.45,221.98,981180.87,182541.19
New building,Bonfim,41.144888455900215,-8.599167428718602,12.03,969.45,221.98,47355.0,8810.03
New building,Bonfim,41.1448937830067,-8.599081931556345,39.46,969.45,221.98,155359.47,28903.44
New building,Bonfim,41.14467313820346,-8.599167715003757,73.74,969.45,221.98,290359.45,54019.15
New building,Bonfim,41.14467839872425,-8.599311563104475,18.5,969.45,221.98,72835.35,13550.46
New building,Bonfim,41.14467962878317,-8.599352936468668,16.6,969.45,221.98,65353.72,12158.56
New building,Bonfim,41.14468136956951,-8.599396475824026,19.98,969.45,221.98,78667.89,14635.56
New building,Bonfim,41.144677035841944,-8.599270856215435,16.35,969.45,221.98,64392.79,11979.79
New building,Bonfim,41.14458704437906,-8.59914511667874,131.8,969.45,221.98,518968.59,96550.13
New building,Bonfim,41.14454038634869,-8.599237828135637,143.69,969.45,221.98,565786.08,105260.17
New building,Bonfim,41.14484340614331,-8.5973989131514,58.56,969.45,221.98,230572.85,42896.31
New building,Bonfim,41.14472825197938,-8.597503826240459,69.84,969.45,221.98,274985.94,51159.03
New building,Bonfim,41.14480101135222,-8.59755442004926,147.44,969.45,221.98,580543.41,108005.66
New building,Bonfim,41.1447476932189,-8.597628647057455,70.67,969.45,221.98,278247.48,51765.81
New building,Bonfim,41.14468229470245,-8.597666892428318,37.41,969.45,221.98,147300.63,27404.15
New building,Bonfim,41.14486419678953,-8.597741640721877,141.43,969.45,221.98,556863.59,103600.21
New building,Bonfim,41.14360383474644,-8.597041295862962,79.24,969.45,221.98,311987.19,58042.83
New building,Bonfim,41.14364347267737,-8.597089183333795,84.24,969.45,221.98,331681.41,61706.79
New building,Bonfim,41.143681751993924,-8.59713971104137,82.1,969.45,221.98,323266.43,60141.24
New building,Bonfim,41.14371675342883,-8.597185953817965,68.82,969.45,221.98,270965.13,50410.99
New building,Bonfim,41.14374857048652,-8.597234134430021,72.8,969.45,221.98,286663.46,53331.54
New building,Bonfim,41.14376793335384,-8.597295100020826,43.34,969.45,221.98,170631.53,31744.69
New building,Bonfim,41.143563891200806,-8.596988518135571,91.16,969.45,221.98,358933.21,66776.78
New building,Bonfim,41.14391588409718,-8.597090368605345,36.83,969.45,221.98,145017.18,26979.34
New building,Bonfim,41.14384555001452,-8.597146950008968,61.84,969.45,221.98,243492.68,45299.95
New building,Bonfim,41.14386492991206,-8.597313945230951,92.8,969.45,221.98,365379.16,67975.99
New building,Bonfim,41.14397138959469,-8.59734751772394,99.83,969.45,221.98,393077.95,73129.14
New building,Bonfim,41.144024367386365,-8.597367994972794,96.32,969.45,221.98,379261.62,70558.72
New building,Bonfim,41.14407728163093,-8.597388374204558,99.48,969.45,221.98,391689.58,72870.85
New building,Bonfim,41.14412850003372,-8.597408200024509,90.12,969.45,221.98,354855.92,66018.23
New building,Bonfim,41.144180427578746,-8.597421283978827,103.68,969.45,221.98,408246.0,75951.04
New building,Bonfim,41.14423320003297,-8.597448600022975,103.61,969.45,221.98,407941.34,75894.36
New building,Bonfim,41.144285750033674,-8.597468900024394,90.86,969.45,221.98,357767.06,66559.82
New building,Bonfim,41.14433598185865,-8.59748827295753,95.01,969.45,221.98,374093.97,69597.32
